doc_key;from_id;to_id;text;from_placename;to_placename;error
bergh-238;Q34640;Q183;от Ламанша рванулись на Германию;English Channel;Germany;
bergh-359;Q159;Q5428;Из России в Сибирь;Russia;Siberia;
utkin-064;Q959;Q36;От Владивостока , и до Польши;Vladivostok;Poland;
utkin-085;Q6862;Q4528198;От Амура и до Шуи , До Архангельска;Amur river;Shuya;
utkin-085;Q4528198;Q1851;От Амура и до Шуи , До Архангельска;Shuya;Arkhangelsk;
epolo-092;Q590269;Q4473315;от Мойки до Бассейной;Moyka River;Nekrasova Street in St. Petersburg;
epolo-291;Q185518;Q185518;Из Рангуна в Мандалей . На дороге в Мандалей;Mandalay;Mandalay;
eren-629;Q60;Q1494;от страха , Глухой в Нью-Йорке и на ощупь в шахте , У Миссисипи;New York City;Mississippi;wrong direction
zenk2-096;Q43105;Q207680;От Эльбруса и до Казбека;Mount Elbrus;Mount Kazbek;
zabol-206;Q548;Q1229;из Вислы на Дону;Vistula;Don;
gumil-076;Q3392;Q220;С берегов далеких Нила В Рим;Nile;Rome;
gumil-428;Q668;Q12544;От Индии до Византии;India;Byzantine Empire;
gumil-428;Q668;Q12544;От Индии до Византии;India;Byzantine Empire;repeated
gumil-386;Q216;Q1741;от Вильны до самой Вены;Vilnius;Vienna;
gumil-206;Q58976;Q848831;Из Ливорно иль Пирея ? Если будете в Брабанте;Piraeus;Province of Brabant;wrong direction
gumil-265;Q3392;Q85;из Нила , Будет вечно стремиться в Каир;Nile;Cairo;
anne-247-10;Q201582;Q189901;С дальнего Пинда крутого В Аргос;Pindus;Argos;
majak8-036;Q142;Q21;Из Франции в Англию;France;England;
majak4-03;Q1899;Q162083;от Киева до Конотопа;Kyiv;Konotop;
majak1-44;Q1471;Q584;от Сены до Рейна;Seine;Rhine;
majak6-32;Q649;Q7835;из Москвы дачу / пооттяпали в Крыму;Moscow;Crimea;
majak7-124;Q36;Q298;от Польши до Чили;Poland;Chile;
majak6-31;Q60;Q90;Из Нью-Йорка / в Париж;New York City;Paris;
ssolov-230;Q172089;Q13670;С родимых берегов Оки Попутешествуй в Сиракузы;Oka;Syracuse;
ssolov-110;Q545;Q5428;От Бельта до Сибири;Baltic Sea;Siberia;
ssolov-258;Q43332;Q9239;из Помпеи И в храм пришел на площади Кавур;Pompeii;Cavour;
ssolov-259;Q133274;Q592880;От Кремля до Воробьевых гор;Moscow Kremlin;Sparrow Hills;
ssolov-437;Q430776;Q5776;Из Назарета в Вифлеем;Nazareth;Bethlehem;
vivan-0530;Q858;Q34589;от Суристана Дэвы до ключей Эвфрата;Syria;Euphrates;
blok2-1034;Q4165502;Q1132624;из лавки Дома искусства На Дворцовую площадь;Dom Iskusstv;Palace Square;
vrozh-348;Q4018;Q159261;С горячих предгорий Наварры И ярмарок Франции старой В трескучий московский;Navarre;Moskovsky;
vrozh-104;Q156732;Q202796;От Херсона до Десны;Kherson;Desna;
vrozh-104;Q156732;Q40855;От Херсона до Десны . Чтоб в лугах по Заднепровью;Kherson;Dnieper;wrong direction
vrozh-104;Q202796;Q40855;От Херсона до Десны . Чтоб в лугах по Заднепровью;Desna;Dnieper;wrong direction
lugov-044;Q40605;Q488987;От Баку до Красноводска;Large Hadron Collider;Türkmenbaşy;
selv2-079;Q1774112;Q4317399;От Колымы и до Непрядвы;Kolyma;Nepryadva;
selv2-027;Q1697;Q1165879;От Подмосковья до камней Дарьяла;Moscow Oblast;Darial Gorge;
selv-095;Q7342;Q160135;с женою рядом где-то в Освенциме Освенциме или в Майданеке Майданеке;Oświęcim;Lublin-Majdanek concentration camp;wrong direction
selv-084;Q33345;Q157065;От Евпатории и до Керчи;Yevpatoriia;Kerch;
selv-030;Q157065;Q33345;От Керчи и до Евпатории;Kerch;Yevpatoriia;
selv-076;Q7835;Q649;от ревности в Крыму , В Москве;Crimea;Moscow;wrong direction
selv-092-2;Q7835;Q2011735;От Крымской от станицы до Чушки;Crimea;Chushka Spit;
morav-49;Q1229;Q102762;От Дона и до дальнего Азова;Don;Azov;
kzmn-855;Q1471;Q172089;От Сены до реки Оки;Seine;Oka;
givan-553;Q645;Q5484;От Невы до Каспийского моря;Neva;Caspian Sea;
svetl-101;Q78707;Q156237;От Енисея аж До самого до Буга;Yenisey;Western Bug;
svetl-095;Q626;Q156237;От Волги до Буга;Volga;Western Bug;
svetl-139;Q4454;Q156747;От Хабаровска до Полтавы;Khabarovsk;Poltava;
svetl-044;Q1874;Q48256;Из Одессы в Новороссийск;Odesa;Dnipro;
svetl-204;Q959;Q1288;От Владивостока до Карпат;Vladivostok;Carpathian Mountains;
vved-37;Q15322;Q656;из Луги в Петроград;Luga;Saint Petersburg;
volo2-085;Q656;Q1108445;Из плесени в реторте Петербурга . Все имена сменились на Руси;Saint Petersburg;Kievan Rus';wrong direction
volo2-085;Q183464;Q797;От берегов Ливонских до Аляски;Livonia;Alaska;
volo1-112;Q5451;Q46;От Гималайских ступеней До древних пристаней Европы;Himalayas;Europe;
volo2-048;Q196786;Q649;из Углича опять Вез в Москву;Uglich;Moscow;
volo2-107;Q5753;Q90;Из Самарканда на запад - - в Париж;Samarkand;Paris;
bagrc-013;Q131210;Q156237;От Днестра до Буга;Dniester;Western Bug;
bagrc-091;Q1460;Q490;От Сицилии до Милана;Sicily;Milan;
bagrc-089;Q1731;Q64;Из Дрездена недалеко И до Берлина;Dresden;Berlin;
bagrc-089;Q1731;Q64;Из Дрездена недалеко И до Берлина;Dresden;Berlin;
bagrc-038;Q5428;Q131210;От пасмурной Сибири До ясного Днестра;Siberia;Dniester;
bagrc-094;Q41572;Q194084;От Николаева до Сестрорецка;Mykolaiv;Sestroretsk;
marty-320;Q626;Q124653;С казаками по Волге и Каме пробиравшийся на Тобол;Volga;Tobol;
marty-320;Q79082;Q124653;С казаками по Волге и Каме пробиравшийся на Тобол;Kama;Tobol;repeated
marty-494;Q30;Q1171;из Америки = в Гоа;United States of America;Goa;
marty-678;Q8542;Q179751;от Пянджа до Аракса;Panj River;Aras River;
marty-202;Q656;Q656;из Петербурга в Ленинград;Saint Petersburg;Saint Petersburg;
marty-671;Q898;Q42956;От Омска Омска прямо до Харбина;Omsk;Harbin;
marty-350;Q3927;Q891;из Астрахани в Нижний;Astrakhan;Nizhny Novgorod;
marty-685;Q1792;Q36036;от Данцига до Львова;Gdańsk;Lviv;
paster-324;Q831190;Q1218;из Вифании в Ерусалим;Bethany;Jerusalem;
mandl-324;Q377485;Q193785;с Синая до Фавора;Mount Sinai;Mount Tabor;
narbut-115;Q7525;Q1874;Из Севастополя в Одессу;Sevastopol;Odesa;
ellis-252;Q6247;Q220;из Мантуи , а сам я в Риме;Mantua;Rome;wrong direction
smel-084;Q3162344;Q41116;от Нескучного сада танки / на Красную площадь;Neskuchny Garden;Red Square;
smel-115;Q162737;Q5428;с нами вместе на Ангару , в Сибирь;Angara;Siberia;wrong direction
olein-111;Q60;Q153698;От Нью-Йорка и до Клина;New York City;Klin;
balm-954;Q5971;Q649;От Алтая до Москвы;Altai Republic;Moscow;
balm-798;Q5684;Q5776;от царского венца , От Вавилона шел до Вифлеема;Babylon;Bethlehem;repeated
balm-798;Q5684;Q5776;От Вавилона шел до Вифлеема;Babylon;Bethlehem;
kant-092;Q649;Q419;с Москвы до Перу;Moscow;Peru;
kant-092;Q419;Q29520;с Москвы до Перу , с Риму до Китая;Peru;China;remove
kant-092;Q220;Q29520;с Риму до Китая;Rome;China;
kant-090;Q90;Q38;с Парижу ? Войско в Италью;Paris;Italy;
sum-042;Q649;Q956;из Москвы к Пекину : Всмотряся в Рим;Moscow;Beijing;multiple items order
sum-042;Q956;Q220;из Москвы к Пекину : Всмотряся в Рим;Beijing;Rome;remove
sum-047;Q545;Q6514;с брегов Бальтийских мещет , Екатеринин меч на Геллеспонте;Baltic Sea;Dardanelles;
sum-047;Q649;Q956;из Москвы к Пекину : Всмотряся в Рим;Moscow;Beijing;
sum-108;Q645;Q552;С Невы до Одера;Neva;Oder;
tred-121;Q656;Q956;От Петрополя в лице разность до Пекина;Saint Petersburg;Beijing;
lvov-187;Q2235;Q1899;От Новаграда впрям до Киева Киева;Veliky Novgorod;Kyiv;
hemn-107;Q649;Q900;от Москвы в Казань;Moscow;Kazan;
lomo-010;Q645;Q105261;С своим искусством пред Невой ! Какая светлость окружает В толикой горести Парнас;Neva;Mount Parnassus;wrong direction
lomo-112;Q102762;Q1229;"от варвар был Азов ; До Меотиских Дон";Azov;Don;
lomo-002;Q48;Q545;От теплых уж брегов азийских Вселенной часть до вод Балтийских;Asia;Baltic Sea;
xviii-484-1;Q645;Q196479;От невских берегов до Старой Руссы;Neva;Staraya Russa;
derz2069;Q545;Q993;От Бельта до Камчатки;Baltic Sea;Kamchatka Peninsula;
derz1018;Q695265;Q645;От Орма до Невы;Hormuz Island;Neva;
radish-003-01;Q18869;Q626;с Тамана чрез Кавказски Горы съеду я на Волгу;Caucasus;Volga;
le3-057-0;Q2214;Q78898;от Пскова до Онеги;Pskov;Onega;
kate-010-0;Q11225429;Q1524;из Фив сынами , В Афинах;Thebes;Athens;wrong direction
butur-037;Q201582;Q515809;От Пинда синего до синего Тайгета;Pindus;Taygetus;
butur-102;Q3392;Q5680;От Нила до рек Ниневии;Nile;Nineveh;
vjaz-078;Q202163;Q220;От Кяхты до Афин , от Лужников до Рима;Luzhniki Stadium;Rome;multiple items order
vjaz-078;Q4251363;Q1524;От Кяхты до Афин , от Лужников до Рима;Kyakhulay;Athens;
vjaz-078;Q202163;Q220;от Лужников до Рима;Luzhniki Stadium;Rome;remove
tss-1523;Q3392;Q645;От Нила до Невы;Nile;Neva;
tss-1523;Q645;Q29520;От Нила до Невы , от Эльбы до Китая;Neva;China;remove
tss-1523;Q1644;Q29520;от Эльбы до Китая;Elbe;China;
tss-1523;Q626;Q34589;От Волги по Евфрат , от Ганга до Дуная;Volga;Euphrates;
tss-1523;Q5089;Q1653;От Волги по Евфрат , от Ганга до Дуная;Ganges;Danube;
rost-126;Q5627;Q649;От Симбирска до Москвы;Ulyanovsk;Moscow;
sherb-209;Q1874;Q7835;с камнем блудила» В Одессе , Москве и в Крыму;Odesa;Crimea;wrong direction
kuch-041;Q790987;Q191;с брегов смиренной Авиноры , В лесах моей Эстонии;Avijõgi;Estonia;
kara-138;Q220;Q153698;Из Рима в Клин;Rome;Klin;
petras-05;Q33;Q7835;От финских и до крымских;Finland;Crimea;
xvost-086;Q34589;Q5484;с берегов Евфрата До Каспия;Euphrates;Caspian Sea;
xvost-105;Q1899;Q1773;от Киева до Риги;Kyiv;Riga;
delw-068;Q545;Q5428;От Бельта до Сибири;Baltic Sea;Siberia;
nek1-036;Q649;Q198834;От Москвы до Юрьевец - Повольска;Moscow;Yuryevets;
nek2-126;Q103789;Q212;От Арзамаса до Украйны;Arzamas;Ukraine;
tols-208;Q2770;Q103789;из Тулы в Арзамас;Tula;Arzamas;
tols-219;Q1524;Q103011;Из Афин в Коринф;Athens;Corinth;
tols-004;Q668;Q1108445;Из Индии дальной На Русь;India;Kievan Rus';
tols-206-0;Q3766;Q16869;от Дамаска Дамаска до Царьграда;Damascus;Constantinople;
apuh-278;Q12544;Q159;из дальней родной Византии Ветер занес их на север России;Byzantine Empire;Russia;
zhemch-133;Q7835;Q165608;От Крыма до Колы;Crimea;Kola Peninsula;
polon-096;Q18869;Q270;От Кавказа до Варшавы;Caucasus;Warsaw;
poets-314;Q80344;Q22647;с надоблачных вершин Олимпа сходим В Троянские;Mount Olympus;Troy;
poets-151;Q85416;Q152348;из Кубры в Кастальский;Kubra;Castalian Spring;
poets-120;Q645;Q14294;От Невы до Тага;Neva;Tagus River;
sluc-651;Q7355;Q5089;С Желтой реки до священных лесов светлоструйного Ганга;Yellow River;Ganges;
1830-239;Q1471;Q34497;с берегов ли шумной Сены , Иль на гранит Святой Елены;Seine;Saint Helena;
1830-393;Q72303;Q1288;С товаром тащится литвин От Арарата до Карпата;Mount Ararat;Carpathian Mountains;
1830-393;Q72303;Q1288;От Арарата до Карпата;Mount Ararat;Carpathian Mountains;
1830-393;Q6862;Q52842;От Арарата до Карпата , С Амура в Калиш;Amur river;Kalisz;
bene-097;Q2288;Q5484;с чела , Из Тверской земли широко , Волгу в Каспий;Tver;Caspian Sea;repeated
bene-097;Q2288;Q5484;Из Тверской земли широко , Волгу в Каспий;Tver;Caspian Sea;
pavl-008;Q1935566;Q33959;из Сокольников я в Ниццу;Sokolniki District;Nice;
odoe-025-1;Q2235;Q159261;из родного Новагорода , Выходит на Московский;Veliky Novgorod;Moskovsky;
dmit-345;Q548;Q645;От Вислы до Невы;Vistula;Neva;
pole-087;Q132947;Q656;из песка , Которых около Валдая , Раз десять в Питер;Valday;Saint Petersburg;
pole-087;Q179751;Q10555398;С брегов Аракса до Кубани;Aras River;Kuban;
pole-091;Q156557;Q103703;от Куры на Аргун;Kura River;Argun;
mina-102;Q645;Q10555398;От Невы и до Кубани;Neva;Kuban;
maik-324;Q545;Q34575;от Балтики и до Эгейских вод;Baltic Sea;Aegean Sea;
maik-153;Q72425;Q72672;От Пуццоло до Сорренто;Pozzuoli;Sorrento;
maik-496;Q46;Q645;"С широких врат в Европу ; а в Неву";Europe;Neva;wrong direction
maik-332;Q182445;Q993;от Прута до Камчатки;Prut;Kamchatka Peninsula;
maik-332;Q133274;Q515809;С высот Кремля и до высот Тайгета;Moscow Kremlin;Taygetus;
surik-151;Q161994;Q156747;С Ромен до Полтавы;Romny;Poltava;
zhuk-493;Q993;Q1653;От Камчатки до Дуная;Kamchatka Peninsula;Danube;
zhuk-492;Q18869;Q5971;От Кавказа до Алтая;Caucasus;Altai Republic;
zhuk-492;Q6862;Q40855;От Кавказа до Алтая , От Амура до Днепра;Amur river;Dnieper;
zhuk-503;Q80344;Q80344;от Олимпа Олимпа , Или взлетал на Олимп;Mount Olympus;Mount Olympus;same place
pu3-403;Q4462985;Q2214;От < Тригорского > на < Псков;Trigorskoe;Pskov;
pu3-247;Q160173;Q35997;От Рущука до старой Смирны;Ruse;İzmir;
pu3-247;Q45301;Q11585;От Рущука до старой Смирны , От Трапезунда до Тульчи;Trabzon;Tulcea;
pu3-269;Q915;Q7835;от Перми до Тавриды;Perm;Crimea;
pu3-251;Q1286;Q38;с Альпов он взирает На дно Италии;Alps;Italy;
pu-coll-24;Q1287599;Q645;От Неглинной до Невы;Neglinnaya;Neva;
pu2-310;Q13712;Q548;От Тибровых валов до Вислы;Tiber;Vistula;
1860-124;Q205711;Q1899;От Соловок до Киева;Solovetsky Islands;Kyiv;
vsolov-043;Q79;Q161750;от Египта до Памира;Egypt;Pamir Mountains;
yaz-280;Q1653;Q156237;с войной кровавой На Дунай , на Буг;Danube;Western Bug;
sl_179;Q14294;Q34589;Od Taga pa do Evfrata;Tagus River;Euphrates;
sl_197;Q188736;Q14383;Od bistre Bosne do Savine;Bosnia;Sava;
sl_239;Q5776;Q170516;Od Betlehema je trpljenja pot do Golgate;Bethlehem;Calvary;
sl_720;Q546;Q53133;Od Trsta do Tržiča;Trieste;Monfalcone;
sl_721;Q1024;Q13924;od Triglava do Jadrana;Triglav;Adriatic Sea;
sl_723;Q1024;Q13924;od Triglava do Jadrana;Triglav;Adriatic Sea;repeated
sl_741;Q546;Q53245;od Trsta do Čedada;Trieste;Cividale del Friuli;
sl_827;Q287590;Q1579722;iz Launcestona do Sv. Helene;Launceston;St Helens;
sl_1624;Q2256594;Q1699950;od Nabrežine daleč do Sesljana;Aurisina;Sistiana;
sl_1628;Q807970;Q1699950;od Barkovlj do Sesljana;Barcola;Sistiana;
sl_1652;Q202760;Q1288;od Soče do Karpatov;Soča;Carpathian Mountains;
sl_1676;Q171009;Q202760;Od Drave sive do poskočne Soče;Drava;Soča;
sl_2226;Q4165497;Q8011202;od Jesenic do Trbovelj;Jesenice;Trbovlje;
sl_2226;Q8011202;Q610514;od Jesenic do Trbovelj in od Slovenskih goric do Borovelj;Trbovlje;Ferlach;remove
sl_2226;Q281217;Q610514;od Slovenskih goric do Borovelj;Slovene Hills;Ferlach;
sl_4622;Q53216;Q1024;Od Ogleja do Triglava;Aquileia;Triglav;
sl_4788;Q171009;Q202760;od Drave tvoja je do Soče;Drava;Soča;
sl_4806;Q437;Q2354591;iz Ljubljane pot do Šiške;Ljubljana;Šiška;
sl_5091;Q554908;Q554011;od dutovelj do tomaja;Dutovlje;Tomaj;
sl_5218;Q437;Q12958961;Od Ljubljane do Kočevja;Ljubljana;Kočevje;
sl_5218;Q15861;Q948280;od Črnomlja do Gorice;Črnomelj;Gorica;
sl_5218;Q1382;Q1754407;od Pirana do Predila;Piran;Predil Pass;
sl_5224;Q15901;Q2418986;od Postojne do Šempasa;Postojna;Šempas;
sl_5352;Q85;Q1587685;Od Kaire do Hartuma;Cairo;Hartum;
