doc_key;from_id;to_id;text;from_placename;to_placename;error
earls-balladOfPeace---32;Q41843;Q1346856;From Bersabee to Dan;Beersheba;Dan;
emerson-mayDay---11;Q724;Q422487;from Maine To Powhatan;Maine;James River;
field-secondBook---72;Q1715;Q2079;FROM Hanover to Leipzig;Hanover;Leipzig;
field-secondBook---72;Q1715;Q1733;from Hanover to Magdeburg;Hanover;Magdeburg;
field-secondBook---72;Q1715;Q1733;From Hanover to Magdeburg;Hanover;Magdeburg;repeated
field-songs---16;Q168225;Q151920;From Hebron to Tiberius;Hebron;Tiberias;
flecker-42poems---19;Q7348;Q29;from the Indus to Spain;Indus River;Spain;
flecker-42poems---24;Q29;Q25;from Spain And lent their swords to Wales;Spain;Wales;
freeman-poemsNewAndOld---45;Q1433715;Q19686;From Wear to Thames;River Wear;River Thames;
freeman-poemsNewAndOld---175;Q200942;Q99755622;From Swindon out to White Horse Hill;Swindon;Whitehorse Hill;
freneau-poems1---20;Q16;Q230;from Canada To Georgia;Canada;Georgia;
freneau-poems1---20;Q298;Q1247;From Chili to the Caribbean;Chile;Caribbean Sea;
freneau-poems1---21;Q81178;Q82601;From Baffin 's bay to Del Fuego;Baffin Island;Tierra del Fuego;
freneau-poems1---21;Q82601;Q7103795;From Baffin 's bay to Del Fuego south , From California to the Oronoque;Tierra del Fuego;Oronoque;remove
freneau-poems1---21;Q99;Q7103795;From California to the Oronoque;California;Oronoque;
freneau-poems1---21;Q16;Q230;from Canada To Georgia;Canada;Georgia;
freneau-poems1---21;Q96;Q1507;From Mexico to Patagonia;Mexico;Patagonia;
freneau-poems1---21;Q298;Q1247;From Chili to the Caribbean;Chile;Caribbean Sea;
freneau-poems1---21;Q1034291;Q486306;From Cape Breton to Pensacola;Cape Breton;Pensacola;
freneau-poems1---44;Q16;Q230;From Canada to Georgia;Canada;Georgia;
freneau-poems3---58;Q13712;Q3783;From Tyber to the Amazon;Tiber;Amazon;
freneau-poems3---108;Q1952;Q724;From Nova Scotia to the woods of Maine;Nova Scotia;Maine;
freneau-poems3---124;Q1383;Q1509;From Huron 's shores to savage Tennessee;Lake Huron;Tennessee;
garrett-trenchBallads---23;Q59457;Q1089844;From Xivray to Cantigny;Xivray-et-Marvoisin;Cantigny;
garrett-trenchBallads---23;Q1089844;Q41986;From Xivray to Cantigny — From Soissons to the Meuse;Cantigny;Meuse;remove
garrett-trenchBallads---23;Q167152;Q41986;From Soissons to the Meuse;Soissons;Meuse;
gilbert-ballads---1;Q1011096;Q736439;From Deal to Ramsgate;Deal;Ramsgate;
gilbert-ballads---21;Q212150;Q179034;From Marathon to Waterloo;Marathon;Waterloo;
gilbert-rebelVerses---8;Q7140795;Q2255910;From Partney down to Stow;Partney;Stow;
graham-misrepresentativeMen---4;Q9427;Q2290461;From Timbuctoo to Rotten Row;Timbuktu;Rotten Row;
graham-misrepresentativeWomen---4;Q25610;Q138578;From Happy Hampstead to Hoboken;Hampstead;Hoboken;
hanson-frontierBallads---2;Q40747;Q422487;From Pierre to the mouth of the James;Pierre;James River;
hardy-satires---103;Q195413;Q179224;From Solway Frith to Dover Strand;Solway Firth;Dover;
hardy-timesLaughing---1;Q746518;Q7205623;From the Milton Woods to Dole - Hill;Milton Abbas;Plush;
hardy-timesLaughing---83;Q1003997;Q3991738;from Judaea north to Ty re;Judaea;Tyre;
harte-complete---80;Q686818;Q523273;From quaint Schwalbach To the clustering tiles of Bacharach;Schwalbach;Bacharach;
harte-complete---80;Q285879;Q3104;From Bingen , hence To old Coblentz;Bingen am Rhein;Koblenz;
harte-eastAndWest---9;Q3476563;Q487315;From Pescadero to Monterey;Pescadero;Monterey;
harte-eastAndWest---9;Q3476563;Q487315;From Pescadero to Monterey;Pescadero;Monterey;repeated
hay-pikeCounty---9;Q16990;Q1286;from the lava of AEtna To the ice of the Alps;Mount Etna;Alps;
hay-poems---68;Q79;Q173532;From Egypt to Gebail;Egypt;Byblos;
hofland-aSeasonAtHarrogateln---4;Q535902;Q1840961;From Knaresbro ’ to Plumpton;Knaresborough;Plumpton;
holland-mistress---49;Q724;Q824;from Maine to Oregon;Maine;Oregon;
holland-mistress---61;Q959127;Q62;From rock - bound Massachusetts Bay To San Francisco 's;Massachusetts Bay;San Francisco;
holland-spunyarn---69;Q21;Q21;From the great heart of England To England;England;England;same place
holmes-poeticalWorksComplete---287;Q29;Q23666;From Spain to Britain;Spain;Great Britain;
hood-poeticalWorks---91;Q662059;Q93366;From Cadiz Bay to rough Biscay;Bay of Cádiz;Biscay;
hood-poeticalWorks---153;Q22890;Q1011;From Emerald Isle to Cape de Verd;Ireland;Cape Verde;
hope-wreath---10;Q812;Q1439;From Florida to Texas;Florida;Texas;
hope-wreath---35;Q216868;Q370750;From Chesapeake to where Savannah;Chesapeake Bay;Savannah River;
housman-ShropshireLady---59;Q142;Q21;From France to England;France;England;
howells-daughterOfTheStorage---1;Q43196;Q1342;from Cincinnati to Pittsburg;Cincinnati;Pittsburgh;
howells-poems---12;Q2028;Q641;from Verona To fair Venice;Verona;Venice;
howells-poems---12;Q641;Q3415;From Venice by sea to Ancona;Venice;Ancona;
howells-poems---50;Q2634;Q641;from Naples to Venice;Naples;Venice;
jacob-songsOfAngus---38;Q3071035;Q2619909;From Fringford up to Hethe;Fringford;Hethe;
johnson-vanityOfHumanWishes---1;Q29520;Q419;from China to Peru;China;Peru;
johnson-vanityOfHumanWishes---1;Q794;Q980;From Persia 's Tyrant to Bavaria;Iran;Bavaria;
keats-poems1820---3;Q5753;Q822;From silken Samarcand to cedar'd Lebanon;Samarkand;Lebanon;
keble-christianYear---82;Q40059;Q2193088;From Jordan banks to Bethphage;Jordan River;Bethphage;
kettle-poemsAndParodies---20;Q865849;Q162442;From Birr to Allahabad;Birr;Prayagraj;
kettle-poemsAndParodies---21;Q83407;Q41983;from Mons to the banks of the Marne;Mons;Marne;
kingsley-andromeda---67;Q3138;Q365;From Trier to Coln;Trier;Cologne;
kipling-barrackRoomBallads---15;Q37995;Q185518;from Rangoon to Mandalay;Yangon;Mandalay;
kipling-barrackRoomBallads---15;Q185518;Q185518;from Rangoon to Mandalay ? On the road to Mandalay;Mandalay;Mandalay;wrong direction
kipling-barrackRoomBallads---20;Q456624;Q66568;from Umballa to Cawnpore;Ambala;Kanpur;
kipling-barrackRoomBallads---21;Q865849;Q213026;From Birr to Bareilly;Birr;Bareilly;
kipling-barrackRoomBallads---21;Q213026;Q11739;From Birr to Bareilly , from Leeds to Lahore;Bareilly;Lahore;remove
kipling-barrackRoomBallads---21;Q39121;Q11739;from Leeds to Lahore;Leeds;Lahore;
kipling-barrackRoomBallads---25;Q1006232;Q2712129;from Woolwich to Bernardmyo;Woolwich;Mogok;
kipling-barrackRoomBallads---32;Q1195983;Q334;From Kohat to Singapore;Kohat;Singapore;
kipling-departmentalDitties---17;Q83786;Q83786;From Boileaugunge to Simla Downs;Shimla;Shimla;
kipling-departmentalDitties---26;Q1113311;Q854;from Peshawur to Ceylon;Peshawar;Sri Lanka;
kipling-departmentalDitties---26;Q1113311;Q854;from Peshawur to Ceylon;Peshawar;Sri Lanka;repeated
kipling-departmentalDitties---28;Q289273;Q200718;from fear , Baron of Luni to Jeysulmeer , Lord of the Desert of Bikaneer;Luni River;Bikaner;
kipling-sevenSeas---43;Q380307;Q17012;From Labrador to Guadeloupe;Labrador;Guadeloupe;
kipling-sevenSeas---52;Q3846;Q826769;from Minden to Maiwand;Minden;Maiwand;
kipling-verses---25;Q121104;Q173808;from Balkh to Kandahar;Balkh;Kandahar;
kipling-verses---25;Q121104;Q173808;from Balkh to Kandahar;Balkh;Kandahar;repeated
kipling-verses---27;Q139706;Q1353;From Paniput to Delhi;Panipat;Delhi;
kipling-verses---30;Q195413;Q107393;from Solway Firth to Skye;Solway Firth;Isle of Skye;
kipling-verses---30;Q123741;Q122767;from Limehouse to Blackwall;Limehouse;Blackwall;
kipling-verses---77;Q173148;Q133315;from Delos up to Limerick;Delos;Limerick;
kipling-works---13;Q191333;Q185453;from Michni to Mooltan;Khyber Pass;Multan;
kipling-works---32;Q1497;Q19721;From Mississip to Clyde;Mississippi River;River Clyde;
kipling-works---54;Q733093;Q855330;From Queenstown Bay to Donegal;Cobh;Donegal;
kipling-yearsBetween---14;Q2116218;Q1117354;From Barry Wood to Gouzeaucourt , From Boyne to Pilkem Ridge;Barry Wood;Gouzeaucourt;
kipling-yearsBetween---14;Q896037;Q890339;From Boyne to Pilkem Ridge;River Boyne;Boezinge;
kirk-rightOff---15;Q80338;Q185518;from there he made Bengal , Then journeyed he to Mandalay;Bengal;Mandalay;
kirk-rightOff---15;Q223;Q668;From Greenland 's icy mountains clear to India;Greenland;India;
laidlaw-soldierSongs---35;Q132724;Q207927;From Borodino to the icy brink Of Beresina;Borodino;Berezina River;
lampman-amongTheMille---42;Q132564;Q103011;From grey Mycenæ by the pass to Corinth;Mycenae;Corinth;
lang-banAndArriere---38;Q68815586;Q30279317;from haunted Glamis To haunted Woodhouselea;Glamis;Woodhouselee;
lang-rhymesAlaMode---30;Q100;Q3392;From Boston to the banks of Nile;Boston;Nile;
lang-rhymesAlaMode---39;Q41843;Q1346856;From Beersheba to Dan;Beersheba;Dan;
lawson-versePopular---4;Q2918297;Q2881464;from Woollahra to Balmain;Woollahra;Balmain;
lazarus-poems1---50;Q724;Q812;From Maine to Florida;Maine;Florida;
lear-bookOfNonsense---51;Q43;Q142;from Turkey to France;Turkey;France;
leland-songsOfSea---59;Q176;Q2841;from Quebec to Bogotáw;Quebec;Bogotá;
locker-selection---51;Q385060;Q2098078;From Camberwell to Aldgate;Camberwell;Aldgate;
lowell-complete---128;Q1346856;Q41843;from Dan to Beersheba;Dan;Beersheba;
lowell-complete---188;Q724;Q824;From Maine to utmost Oregon;Maine;Oregon;
luce-complete---5;Q2302305;Q2418364;from Chilmark to New Town;Chilmark;West Tisbury;
maccarthy-denisFlorence---15;Q192820;Q936301;From the Shannon 's soft shores to the banks of the Barrow;River Shannon;Barrow;
mackay-byTrench---5;Q36647;Q9427;From Cork to Timbuctoo;Cork;Timbuktu;
mackay-byTrench---5;Q545;Q3392;From Baltic to the Nile;Baltic Sea;Nile;
mackay-byTrench---19;Q1973;Q724;From the camps of B. Columbia To the lumber camps of Maine;British Columbia;Maine;
mackay-byTrench---28;Q62;Q5083;from old Frisco we wallowed our way To lovely Seattle;San Francisco;Seattle;
mackeracher-canadaMyLand---2;Q40191;Q721374;From Hobart Town to Hammerfest;Hobart;Hammerfest;
mackeracher-canadaMyLand---11;Q1285;Q584;"From Apennine to Sacred Isle ; And Rhine";Apennine Mountains;Rhine;
mackeracher-canadaMyLand---22;Q1930746;Q855330;From Skibbereen town to the Donegal;Skibbereen;Donegal;
masters-domesdayBook---26;Q1439;Q241;from Texas clear to Cuba;Texas;Cuba;
masters-domesdayBook---32;Q33959;Q2044;from Nice to Florence;Nice;Florence;
masters-domesdayBook---34;Q33959;Q38;From Nice to get a glimpse of Italy;Nice;Italy;
masters-starvedRock---4;Q82070;Q1524;from Ty re to Athens;Tyre;Athens;
masters-towardTheGulf---1;Q1297;Q55;From the dock at Chicago to the dock at Holland;Chicago;Netherlands;
masters-towardTheGulf---4;Q771;Q1204;From Massachusetts to Illinois;Massachusetts;Illinois;
masters-towardTheGulf---6;Q5330799;Q17107717;From Eastmanville to Nunica;Eastmanville;Nunica;
masters-towardTheGulf---21;Q82070;Q334;from Ty re to Singapore;Tyre;Singapore;
masters-towardTheGulf---32;Q19709;Q2281103;from Avon clear to Kenilworth;River Avon;Kenilworth;
masters-towardTheGulf---44;Q180294;Q69354;from Jaffa There to Montreaux;Jaffa;Montreux;
mcintyre-poems---10;Q182343;Q291233;From Niagara to Hamilton;Niagara River;Churchill River;
mcintyre-poems---12;Q40435;Q5492;from Buffalo to Lake Erie;Buffalo;Lake Erie;
mcintyre-poems---58;Q487564;Q16;from Herkimer county , To Canada;Herkimer County;Canada;
mcintyre-poems---117;Q1360927;Q19721;From Moray Frith to Frith of Clyde;Moray Firth;River Clyde;
meredith-poems2---64;Q12431;Q1262;from peaks of Pyrenees To Graians;Pyrenees;Graian Alps;
meredith-poems3---25;Q203950;Q193724;from Trafalger To darken Austerlitz;Cape Trafalgar;Slavkov u Brna;
miller-areWomenPeople---15;Q724;Q173;from Maine to Alabama;Maine;Alabama;
moody-gloucesterMoors---3;Q986634;Q49470032;from Oswego to Sault Sainte - Marie , And on to where the Pictured Rocks;Sault Ste. Marie;Pictured Rocks;
moody-gloucesterMoors---3;Q1017583;Q986634;from Oswego to Sault Sainte - Marie , And on to where the Pictured Rocks;Oswego;Sault Ste. Marie;
moore-complete---137;Q21;Q21;From England 's debtors to be England;England;England;same place
moore-complete---544;Q745295;Q635058;From Maina 's rills To Thracia;Mani Peninsula;Thracia;
moore-cornishCatches---17;Q5303081;Q1024896;from Downderry to Looe;Downderry;Looe;
moore-cornishCatches---17;Q1024896;Q5303081;from Looe to Downderry;Looe;Downderry;
moore-cornishCatches---17;Q5303081;Q2041269;from Looe to Downderry , An ’ on to Torpoint;Downderry;Torpoint;
moore-cornishCatches---17;Q7289328;Q602760;from the Rame to the Lizzer;Rame;The Lizard;
moore-cornishCatches---42;Q23154;Q155;from Bristol to Brazil;Bristol;Brazil;
morley-songsForLittleHouse---49;Q6454;Q1963;from Calais to Khartoum;Calais;Khartoum;
morris-earthlyParadise---9;Q29520;Q38;From Cathay to the head of Italy;China;Italy;
morris-selection---8;Q229;Q481514;From sunny Cyprus to the headland blue Of Lilybaeum;Cyprus;Marsala;
murray-hame---36;Q318306;Q5465;From Quilimane to Cape Town;Quelimane;Cape Town;
nesbit-alphabetOfHistory---8;Q135744;Q1297;from Galveston to Chicago;Galveston;Chicago;
nesbit-alphabetOfHistory---14;Q42462;Q467664;from York to Butte;York;Butte;
newbolt-poems---38;Q917319;Q8745;from Torres Vedras to golden Vigo Bar;Torres Vedras;Vigo;
newbolt-poems---104;Q1757559;Q7230184;From Bratton to Porlock Bay;Bratton;Porlock Bay;
newbolt-poems---104;Q1757559;Q7230184;From Bratton to Porlock Bay;Bratton;Porlock Bay;repeated
newbolt-poems---104;Q1757559;Q7230184;From Bratton to Porlock Bay;Bratton;Porlock Bay;repeated
newbolt-poems---104;Q1757559;Q7230184;From Bratton to Porlock Bay;Bratton;Porlock Bay;repeated
newbolt-poems---116;Q23156;Q17252;from Devon to Thibet;Devon;Tibet;
noyes-collectedPoems1---7;Q7687213;Q11437728;from Tashiro To Mount Daimugenzan;Tashiro;Mount Daimugen;
noyes-collectedPoems1---157;Q812895;Q2292191;From Beachy Head to Skiddaw;Beachy Head;Skiddaw;
noyes-collectedPoems1---161;Q991055;Q23298;From Milford Haven to the Downs of Kent;Milford Haven;Kent;
noyes-collectedPoems1---161;Q23298;Q550995;From Milford Haven to the Downs of Kent , And up to Humber;Kent;Humber;
noyes-collectedPoems1---162;Q7114777;Q1783560;from Owers to Spithead;Ower;Spithead;
noyes-collectedPoems1---162;Q2292191;Q427283;From Skiddaw to Helvellyn;Skiddaw;Helvellyn;
noyes-collectedPoems2---79;Q84;Q130191;from London town To Norwich;London;Norwich;
noyes-collectedPoems2---80;Q7355468;Q2568918;from Rockland on to Hingham;Rockland St Mary;Hingham;
noyes-collectedPoems2---80;Q2568918;Q130191;from Rockland on to Hingham , From Hingham on to Norwich;Hingham;Norwich;remove
noyes-collectedPoems2---80;Q2568918;Q130191;From Hingham on to Norwich;Hingham;Norwich;
noyes-collectedPoems2---80;Q130191;Q42462;from Norwich up to York;Norwich;York;
owen-battleOfBaysby---23;Q1134899;Q179224;from Delagoa Bay To Dover;Maputo Bay;Dover;
page-coastOfBohemia---15;Q82601;Q123377;From Del Fuego 's beetling coast To sleety Hebrides;Tierra del Fuego;Hebrides;
palgrave-visionOfEngland---14;Q29520;Q12544;From Cathaya westward it stole to Byzance;China;Byzantine Empire;
palgrave-visionOfEngland---40;Q5089;Q584;from Ganges to Rhine;Ganges;Rhine;
palgrave-visionOfEngland---44;Q14294;Q14299;From Tagus back by Douro to Garonne;Tagus River;Douro;
palgrave-visionOfEngland---44;Q14299;Q5077;From Tagus back by Douro to Garonne;Douro;Garonne;
paterson-saltsbushBill---36;Q40059;Q85;from Jordan to Cairo;Jordan River;Cairo;
presland-deluge---21;Q23792;Q21;from Palestine To assure me England;Palestine;England;
procter-legendsAndLyrics1---28;Q23792;Q12994;from far Palestine , And given to Bruges;Palestine;Bruges;
rice-songSurf---63;Q3392;Q584;from Nile to Rhine;Nile;Rhine;
riley-greenFields---11;Q2471;Q5753;From Sana on to Samarcand;Sanaa;Samarkand;
rogers-poems---40;Q51;Q797;From the ANTARCTICK , from the Land of Fire To where ALASKA;Antarctic;Alaska;
rogers-poems---40;Q82601;Q797;From the ANTARCTICK , from the Land of Fire To where ALASKA;Tierra del Fuego;Alaska;
rogers-poems---40;Q82601;Q797;from the Land of Fire To where ALASKA;Tierra del Fuego;Alaska;
sackvilleWest-orchardAndVineyard---39;Q15;Q48;from Africa to Asia;Africa;Asia;
sackvilleWest-orchardAndVineyard---45;Q649;Q29520;from Moscow through to China;Moscow;China;
sackvilleWest-orchardAndVineyard---48;Q23148;Q67479626;From Cornish Lizard to the Kentish Nore;Cornwall;Kent;
sassoon-counterAttack---25;Q102728;Q143665;From Ypres to Frise;Ypres;Frise;
scollard-spraysOfShamrock---39;Q163584;Q184469;From Derry to Kerry;Derry;County Kerry;
scollard-spraysOfShamrock---45;Q1413986;Q166232;From Feale Water to Kenmare;River Feale;Kenmare;
scollard-spraysOfShamrock---45;Q1413986;Q166232;From Feale Water to Kenmare;River Feale;Kenmare;repeated
scollard-spraysOfShamrock---45;Q1413986;Q166232;From Feale Water to Kenmare;River Feale;Kenmare;repeated
scott-ladyOfTheLake---2;Q503262;Q19720;From Tweed to Spey;River Tweed;River Spey;
service-balladsOfBohemian---4;Q241021;Q186115;From Montrouge to the Martyr's Hill;Montrouge;Montmartre;
service-balladsOfBohemian---15;Q130978;Q142;From Yucatan to France;Yucatan Peninsula;France;
service-rhymesOfRedCross---6;Q83407;Q102728;from Mons to Wipers;Mons;Ypres;
service-rhymesOfRedCross---26;Q45240;Q724;from Monte Carlo to Maine;Monte Carlo;Maine;
service-rhymesOfRedCross---26;Q724;Q179224;"from Monte Carlo to Maine ; From Dawson City to Dover";Maine;Dover;remove
service-rhymesOfRedCross---26;Q372324;Q179224;From Dawson City to Dover;Dawson City;Dover;
service-rhymesOfRedCross---26;Q179224;Q29;From Dawson City to Dover , from San Francisco to Spain;Dover;Spain;remove
service-rhymesOfRedCross---26;Q62;Q29;from San Francisco to Spain;San Francisco;Spain;
service-rhymesOfRollingStone---33;Q1546553;Q60067;From Koyokuk to Kuskoquim;Koyukuk River;Kuskokwim River;
shanks-poems---15;Q2497835;Q7620330;From Amberley to Storrington;Amberley;Storrington;
shanks-poems---15;Q7620330;Q2497835;From Amberley to Storrington , From Storrington to Amberley;Storrington;Amberley;remove
shanks-poems---15;Q7620330;Q2497835;From Storrington to Amberley;Storrington;Amberley;
shelley-peterbell---7;Q19709;Q19714;from Avon to Trent;River Avon;River Trent;
shelley-works3---100;Q5456;Q130135;From the Andes to Atlas;Andes;Atlas Mountains;
shelley-works3---103;Q189387;Q2257429;From Pithecusa to Pelorus;Ischia;Faro Point;
smith-rejectedAddresses---8;Q26328;Q2886632;From Knightsbridge , Pancras , Camden Town , To Redriffe;Knightsbridge;Rotherhithe;
smith-rejectedAddresses---8;Q2065416;Q2886632;From Knightsbridge , Pancras , Camden Town , To Redriffe;St Pancras;Rotherhithe;
smith-rejectedAddresses---8;Q149836;Q2886632;From Knightsbridge , Pancras , Camden Town , To Redriffe;Camden Town;Rotherhithe;
stead-songsOfPrairie---14;Q2702410;Q11769;from Cape Race to Behring Sea;Cape Race;Bering Strait;
stephens-reincarnations---11;Q84;Q2090978;From London back to Beltra;London;Beltra;
stoddardJ-poems---20;Q14294;Q584;From the Tagus to the Rhine;Tagus River;Rhine;
stoddardJ-poems---36;Q794;Q17;from Persia to Japan;Iran;Japan;
stoddardJ-poems---36;Q5684;Q79;from Babylon to Egypt;Babylon;Egypt;
stoddardJ-poems---36;Q1490;Q1854;from Tokyo to Saigon;Tokyo;Ho Chi Minh City;
stoddardJ-poems---36;Q858;Q854;from Syria to Ceylon;Syria;Sri Lanka;
stuart-gobolinks---9;Q130978;Q215646;From Yucatan to Yeddo;Yucatan Peninsula;Edo;
stuart-songsOfSilent---44;Q90;Q667205;"from Paris ; We sent to Worth";Paris;Worth;
swift-poems---42;Q41;Q23666;from Greece to Britain;Greece;Great Britain;
swift-poems---105;Q1761;Q84;From Dublin soon to London;Dublin;London;
swinburne-atalanta---1;Q12898802;Q750313;From Arcadia to Calydon;Arcadia;Calydon;
swinburne-studiesInSongs---2;Q690347;Q79;From radiant Calpe to revealed Masar;Rock of Gibraltar;Egypt;
swinburne-studiesInSongs---2;Q130135;Q668;From utmost Atlas even to extremest Ind;Atlas Mountains;India;
thackeray-ballads---63;Q648;Q12892;from Lille . To Antwerp;Lille;Antwerp;
thomas-latePoems---68;Q79848;Q1425428;From Southampton to Newcastle;Southampton;Newcastle upon Tyne;
thomas-poems---33;Q134672;Q39121;from Exeter to Leeds;Exeter;Leeds;
whitman-leavesOfGrass---73;Q134514;Q83318;from Suez to Bab- el - mandeb;Suez;Bab-el-Mandeb;
whitman-leavesOfGrass---81;Q4558;Q1544388;From the Cascade range to the Wahsatch;Cascade Range;Wasatch Range;
whitman-leavesOfGrass---81;Q604141;Q1261;from Puget sound to Colorado;Puget Sound;Colorado;
whitney-elias---5;Q5089;Q13712;From Ganges on to Tiber;Ganges;Tiber;
whittier-antislavery1---6;Q230;Q724;from Georgia to Maine;Georgia;Maine;
whittier-antislavery1---12;Q1393;Q5492;From the Delaware 's marge to the Lake of the West;Delaware;Lake Erie;
whittier-antislavery1---16;Q179444;Q596106;From broad Potomac to the far Sabine;Potomac River;Sabine River;
whittier-antislavery1---17;Q3140;Q686021;From Hudson 's frowning palisades To Alleghany's;Hudson River;Allegheny River;
whittier-antislavery1---20;Q326295;Q49149;from Plymouth's rocky bound To where Nantucket;Plymouth;Nantucket;
whittier-antislavery2---20;Q129705;Q838143;From slumberous Timpanogos , to Gila;Mount Timpanogos;Gila River;
whittier-antislavery2---20;Q15282;Q99;from Nuevo - Leon to California;Nuevo León;California;
whittier-mountainPictures---14;Q4736866;Q34903434;From Alton Bay to Sandwich Dome;Alton Bay;Sandwich Dome;
whittier-mountainPictures---14;Q34903434;Q2210898;From Alton Bay to Sandwich Dome , From Mad to Saco river;Sandwich Dome;Saco River;remove
whittier-mountainPictures---14;Q6726033;Q2210898;From Mad to Saco river;Mad River;Saco River;
whittier-occasionalPoems---21;Q894570;Q16952948;from Neck to Boston Stone;Boston Neck;Boston Stone;
whittier-songsOfLabor---7;Q233;Q220;From Malta 's temples to the gates of Rome;Malta;Rome;
whittier-songsOfLabor---13;Q13712;Q1653;From Tiber 's hills to Danube;Tiber;Danube;
wilde-ballad1---99;Q23666;Q34589;From Britain 's isles to far Euphrates;Great Britain;Euphrates;
wilkinson-epicOfPaul---7;Q185318;Q45829;From Carmel round to Ptolemais;Mount Carmel;Ptolemais;
wilkinson-epicOfPaul---12;Q858;Q220;from Syria to Rome;Syria;Rome;
wilkinson-epicOfPaul---21;Q79;Q38;From Egypt to the shores of Italy;Egypt;Italy;
wilkinson-epicOfSaul---3;Q134287;Q1218;from Tarsus to Jerusalem;Tarsus;Jerusalem;
wilson-santaFe---1;Q2817296;Q65089632;From Fort Dodge to San Miguel;Fort Dodge;San Miguel del Vado;
wordsworth-works2---48;Q142;Q21;From France to sheltering England;France;England;
wordsworth-works4---42;Q503262;Q216373;from Tweed to Tyne;River Tweed;River Tyne;
wordsworth-works7---31;Q19686;Q216373;from Thames to Tyne;River Thames;River Tyne;
ANG4;Q2634;Q133274;De Naples à le Kremlin;Naples;Moscow Kremlin;
ANO34;Q90;Q5089;de Paris jusqu' à le Gange;Paris;Ganges;
ARV12;Q13498;Q641;De Tarente à Venise;Taranto;Venice;
ARV12;Q641;Q69194;De Tarente à Venise , et de Rome à le Simplon;Venice;Simplon;remove
ARV12;Q220;Q69194;de Rome à le Simplon;Rome;Simplon;
ARV14;Q159987;Q13522657;De l' Artois jusqu' à le Roussillon;Artois;Roussillon;
BAN20;Q27;Q48;de l' Irlande à l' Asie;Republic of Ireland;Asia;
BAN34;Q229;Q207239;de les flots vint de Cypre à Cythère;Cyprus;Kythira;
BAN34;Q229;Q207239;de Cypre à Cythère;Cyprus;Kythira;repeated
BAN120;Q233733;Q207239;De Ferney jusqu' à Cythère;Ferney-Voltaire;Kythira;
BAN138;Q56761602;Q1141295;de Leuctres à Thespies;Leuctra;Thespiae;
BAN169;Q235297;Q6593;de Tréguier jusqu' à Vannes;Tréguier;Vannes;
BAN534;Q90;Q90;de la Paresse ! Et Paris est à moi , Paris;Paris;Paris;wrong direction
BAN537;Q41183;Q956;d' Alep et d' Ispahan , À le Chinois que Pékin;Aleppo;Beijing;
BAN537;Q1367759;Q956;d' Alep et d' Ispahan , À le Chinois que Pékin;Isfahan Province;Beijing;
BAN537;Q1367759;Q956;d' Ispahan , À le Chinois que Pékin;Isfahan Province;Beijing;remove
BAN551;Q19686;Q10965;De la Tamise jusqu' à l' Èbre;River Thames;Ebro;
BAN645;Q845909;Q325946;de la Scythie Fort connu , comme à Landerneau;Scythia;Landerneau;
BAN765;Q186115;Q90;De la colline de Montmartre . A Paris;Montmartre;Paris;wrong direction
BAN765;Q186115;Q90;de Montmartre . A Paris;Montmartre;Paris;wrong direction
BEA6;Q9427;Q259203;De Tombouctou , jusqu’ à le Raincy;Timbuktu;Le Raincy;
BOI9;Q90;Q419;De Paris à le Pérou;Paris;Peru;
BOI9;Q17;Q220;de le Japon jusqu' à Rome;Japan;Rome;
BOI22;Q10965;Q5089;de l' Èbre jusqu' à le Gange;Ebro;Ganges;
BOI36;Q208267;Q12631;De leur enceinte fameuse La Sambre , unie à la Meuse;Sambre;Meuse;
BOI36;Q171009;Q90;de la Drave soumise , Jusqu' à Paris;Drava;Paris;
BOI60;Q90;Q1353;De Paris à Delhi;Paris;Delhi;
BOU1;Q1548355;Q34925;De le quartier de Suburre à le mont Capitolin;Suburra;Capitoline Hill;
BOU1;Q1548355;Q34925;de Suburre à le mont Capitolin;Suburra;Capitoline Hill;
BRB40;Q84;Q17;de Londre à le Japon;London;Japan;
BRI11;Q235297;Q6593;de Tréguier jusqu' à Vannes;Tréguier;Vannes;
BRI25;Q202368;Q235382;de Morlaix et deux à Kemperlé;Morlaix;Quimperlé;
BRI26;Q71661;Q235382;De Lo'- Christ à Kemperlé;Inzinzac-Lochrist;Quimperlé;
BRI89;Q913286;Q82670;de le Mugnoné , de Florence à Fiésole;Mugnone;Fiesole;
BRI89;Q2044;Q82670;de le Mugnoné , de Florence à Fiésole;Florence;Fiesole;
BRI89;Q2044;Q82670;de Florence à Fiésole;Florence;Fiesole;repeated
BRI89;Q913286;Q2044;de le Mugnoné , de Fiésole à Florence;Mugnone;Florence;
BRI89;Q82670;Q2044;de le Mugnoné , de Fiésole à Florence;Fiesole;Florence;
BRI89;Q82670;Q2044;de Fiésole à Florence;Fiesole;Florence;remove
BRJ28;Q6602;Q154728;de boire ! A nous Strasbourg ! à nous Toul;Strasbourg;Toul;wrong direction
BRJ29;Q151330;Q27306;de Sans-Souci Diront seuls a tes fils : La Prusse;Sanssouci;Kingdom of Prussia;wrong direction
BRJ55;Q1653;Q40855;De le Danube à le Dniéper;Danube;Dnieper;
BRJ55;Q40855;Q13712;De le Danube à le Dniéper , de la Tamise à le Tibre;Dnieper;Tiber;remove
BRJ55;Q19686;Q13712;de la Tamise à le Tibre;River Thames;Tiber;
