"lang","doc_key","from_id","to_id","text","author_name","year_birth","year_death","from_placename","from_latitude","from_longitude","from_type","from_type_detail","to_placename","to_latitude","to_longitude","to_type","to_type_detail"
"en","mackeracher-canadaMyLand---2","Q40191","Q721374","From Hobart Town to Hammerfest","MacKeracher, William Mackay",1871,1913,"Hobart",-42.883333333333,147.31666666667,"city","city","Hammerfest",70.66336,23.68209,"city","city"
"en","mackeracher-canadaMyLand---11","Q1285","Q584","From Apennine to Sacred Isle ; And Rhine","MacKeracher, William Mackay",1871,1913,"Apennine Mountains",43.281667,12.581944,"mountain","mountain","Rhine",47.6662,9.1786,"river","river"
"en","mackeracher-canadaMyLand---22","Q1930746","Q855330","From Skibbereen town to the Donegal","MacKeracher, William Mackay",1871,1913,"Skibbereen",51.5486,-9.2636,"city","city","Donegal",54.65,-8.117,"city","city"
"en","masters-domesdayBook---26","Q1439","Q241","from Texas clear to Cuba","Masters, Edgar Lee",1868,1950,"Texas",31,-100,"region","region","Cuba",22,-79.5,"country","country"
"en","masters-domesdayBook---32","Q33959","Q2044","from Nice to Florence","Masters, Edgar Lee",1868,1950,"Nice",43.701944444444,7.2683333333333,"city","city","Florence",43.771388888889,11.254166666667,"city","city"
"en","masters-domesdayBook---34","Q33959","Q38","From Nice to get a glimpse of Italy","Masters, Edgar Lee",1868,1950,"Nice",43.701944444444,7.2683333333333,"city","city","Italy",42.5,12.5,"country","country"
"en","masters-starvedRock---4","Q82070","Q1524","from Ty re to Athens","Masters, Edgar Lee",1868,1950,"Tyre",33.266666666667,35.2,"city","city","Athens",37.9841666666667,23.7280555555556,"ancient city","ancient city"
"en","masters-towardTheGulf---1","Q1297","Q55","From the dock at Chicago to the dock at Holland","Masters, Edgar Lee",1868,1950,"Chicago",41.85003,-87.65005,"city","city","Netherlands",52.316666666667,5.55,"country","country"
"en","masters-towardTheGulf---4","Q771","Q1204","From Massachusetts to Illinois","Masters, Edgar Lee",1868,1950,"Massachusetts",42.3,-71.8,"region","region","Illinois",40.0002777777778,-89.2502777777778,"region","region"
"en","masters-towardTheGulf---6","Q5330799","Q17107717","From Eastmanville to Nunica","Masters, Edgar Lee",1868,1950,"Eastmanville",43.0167,-85.9564,"village","village","Nunica",43.07972222,-86.06722222,"city","city"
"en","masters-towardTheGulf---21","Q82070","Q334","from Ty re to Singapore","Masters, Edgar Lee",1868,1950,"Tyre",33.266666666667,35.2,"city","city","Singapore",1.3,103.8,"country","country"
"en","masters-towardTheGulf---32","Q19709","Q2281103","from Avon clear to Kenilworth","Masters, Edgar Lee",1868,1950,"River Avon",51.9964,-2.1636,"river","river","Kenilworth",52.341,-1.566,"city","city"
"en","masters-towardTheGulf---44","Q180294","Q69354","from Jaffa There to Montreaux","Masters, Edgar Lee",1868,1950,"Jaffa",32.052222222222,34.753055555556,"city part","city part","Montreux",46.435,6.9125,"region","region"
"en","mcintyre-poems---10","Q182343","Q291233","From Niagara to Hamilton","McIntyre, James",1827,1906,"Niagara River",42.8842,-78.9142,"river","river","Churchill River",53.349444444444,-60.1775,"river","river"
"en","mcintyre-poems---12","Q40435","Q5492","from Buffalo to Lake Erie","McIntyre, James",1827,1906,"Buffalo",42.8863888888889,-78.8780555555556,"city","city","Lake Erie",42.25,-80.9997222222222,"lake","lake"
"en","mcintyre-poems---58","Q487564","Q16","from Herkimer county , To Canada","McIntyre, James",1827,1906,"Herkimer County",43.41,-74.96,"region","region","Canada",56,-109,"country","country"
"en","mcintyre-poems---117","Q1360927","Q19721","From Moray Frith to Frith of Clyde","McIntyre, James",1827,1906,"Moray Firth",57.75,-3.5,"bay","bay","River Clyde",55.937857,-4.672852,"river","river"
"en","meredith-poems2---64","Q12431","Q1262","from peaks of Pyrenees To Graians","Meredith, George",1828,1909,"Pyrenees",42.666666666667,1,"mountain","mountain","Graian Alps",45.5,7.16666667,"mountain","mountain"
"en","meredith-poems3---25","Q203950","Q193724","from Trafalger To darken Austerlitz","Meredith, George",1828,1909,"Cape Trafalgar",36.183333333333,-6.0333333333333,"region","land","Slavkov u Brna",49.153275386094,16.876504369244,"city","ciity"
"en","miller-areWomenPeople---15","Q724","Q173","from Maine to Alabama","Miller, Alice Duer",1874,1942,"Maine",45.5,-69,"region","region","Alabama",32.7,-86.7,"region","state"
"en","moody-gloucesterMoors---3","Q986634","Q49470032","from Oswego to Sault Sainte - Marie , And on to where the Pictured Rocks","Moody, William Vaughn",1869,1910,"Sault Ste. Marie",46.496944444444,-84.345555555556,"city","city","Pictured Rocks",46.533333333333,-86.488333333333,"default","cliff"
"en","moore-complete---137","Q21","Q21","From England 's debtors to be England","Moore, Thomas",1779,1852,"England",53,-1,"country","country","England",53,-1,"country","country"
"en","moore-complete---544","Q745295","Q635058","From Maina 's rills To Thracia","Moore, Thomas",1779,1852,"Mani Peninsula",36.559,22.4303,"region","land","Thracia",42.5,22.5,"ancient region","ancient region"
"en","moore-cornishCatches---17","Q5303081","Q1024896","from Downderry to Looe","Moore, Bernard",1873,1953,"Downderry",50.3618,-4.3701,"village","village","Looe",50.3535,-4.454,"city","city"
"en","moore-cornishCatches---17","Q1024896","Q5303081","from Looe to Downderry","Moore, Bernard",1873,1953,"Looe",50.3535,-4.454,"city","city","Downderry",50.3618,-4.3701,"village","village"
"en","moore-cornishCatches---17","Q5303081","Q2041269","from Looe to Downderry , An ’ on to Torpoint","Moore, Bernard",1873,1953,"Downderry",50.3618,-4.3701,"village","village","Torpoint",50.376,-4.205,"city","city"
"en","moore-cornishCatches---17","Q7289328","Q602760","from the Rame to the Lizzer","Moore, Bernard",1873,1953,"Rame",50.3246,-4.2133,"village","village","The Lizard",50.033333333333,-5.1833333333333,"region","land"
"en","moore-cornishCatches---42","Q23154","Q155","from Bristol to Brazil","Moore, Bernard",1873,1953,"Bristol",51.4536111111111,-2.5975,"city","city","Brazil",-14,-53,"country","country"
"en","morley-songsForLittleHouse---49","Q6454","Q1963","from Calais to Khartoum","Morley, Christopher",1890,1957,"Calais",50.9475,1.8555555555556,"city","city","Khartoum",15.60308,32.52654,"city","city"
"en","morris-earthlyParadise---9","Q29520","Q38","From Cathay to the head of Italy","Morris, William",1834,1896,"China",35,105,"country","country","Italy",42.5,12.5,"country","country"
"en","morris-selection---8","Q229","Q481514","From sunny Cyprus to the headland blue Of Lilybaeum","Morris, William",1834,1896,"Cyprus",35,33,"country","country","Marsala",37.7980555555556,12.4341666666667,"city","city"
"en","murray-hame---36","Q318306","Q5465","From Quilimane to Cape Town","Murray, Charles",1864,1941,"Quelimane",-17.876388888889,36.887222222222,"city","city","Cape Town",-33.9252777777778,18.4238888888889,"city","city"
"en","nesbit-alphabetOfHistory---8","Q135744","Q1297","from Galveston to Chicago","Nesbit, Wilbur Dick",1871,1927,"Galveston",29.3013889,-94.7977778,"city","city","Chicago",41.85003,-87.65005,"city","city"
"en","nesbit-alphabetOfHistory---14","Q42462","Q467664","from York to Butte","Nesbit, Wilbur Dick",1871,1927,"York",53.95,-1.0833333333333,"city","city","Butte",46.006388888889,-112.52972222222,"city","city"
"en","newbolt-poems---38","Q917319","Q8745","from Torres Vedras to golden Vigo Bar","Newbolt, Henry John",1862,1938,"Torres Vedras",39.083333333333,-9.2666666666667,"city","city","Vigo",42.235833333333,-8.7266666666667,"city","city"
"en","newbolt-poems---104","Q1757559","Q7230184","From Bratton to Porlock Bay","Newbolt, Henry John",1862,1938,"Bratton",51.27,-2.12,"village","village","Porlock Bay",51.2193,-3.60508,"bay","bay"
"en","newbolt-poems---104","Q1757559","Q7230184","From Bratton to Porlock Bay","Newbolt, Henry John",1862,1938,"Bratton",51.27,-2.12,"village","village","Porlock Bay",51.2193,-3.60508,"bay","bay"
"en","newbolt-poems---104","Q1757559","Q7230184","From Bratton to Porlock Bay","Newbolt, Henry John",1862,1938,"Bratton",51.27,-2.12,"village","village","Porlock Bay",51.2193,-3.60508,"bay","bay"
"en","newbolt-poems---104","Q1757559","Q7230184","From Bratton to Porlock Bay","Newbolt, Henry John",1862,1938,"Bratton",51.27,-2.12,"village","village","Porlock Bay",51.2193,-3.60508,"bay","bay"
"en","newbolt-poems---116","Q23156","Q17252","from Devon to Thibet","Newbolt, Henry John",1862,1938,"Devon",50.7,-3.8,"region","region","Tibet",29.65,91.1,"mountain","mountain"
"en","noyes-collectedPoems1---7","Q7687213","Q11437728","from Tashiro To Mount Daimugenzan","Noyes, Alfred",1880,1958,"Tashiro",40.2701388888889,140.446861111111,"region","region","Mount Daimugen",35.256111111111,138.16166666667,"mountain","mountain"
"en","noyes-collectedPoems1---157","Q812895","Q2292191","From Beachy Head to Skiddaw","Noyes, Alfred",1880,1958,"Beachy Head",50.7375,0.2475,"cape","cape","Skiddaw",54.651388888889,-3.1477777777778,"mountain","mountain"
"en","noyes-collectedPoems1---161","Q991055","Q23298","From Milford Haven to the Downs of Kent","Noyes, Alfred",1880,1958,"Milford Haven",51.714180555556,-5.0427388888889,"city","city","Kent",51.19,0.73,"region","region"
"en","noyes-collectedPoems1---161","Q23298","Q550995","From Milford Haven to the Downs of Kent , And up to Humber","Noyes, Alfred",1880,1958,"Kent",51.19,0.73,"region","region","Humber",53.5425,0.0925,"river","river"
"en","noyes-collectedPoems1---162","Q7114777","Q1783560","from Owers to Spithead","Noyes, Alfred",1880,1958,"Ower",50.95,-1.54,"village","village","Spithead",50.7514,-1.13667,"strait (water)","strait (water)"
"en","noyes-collectedPoems1---162","Q2292191","Q427283","From Skiddaw to Helvellyn","Noyes, Alfred",1880,1958,"Skiddaw",54.651388888889,-3.1477777777778,"mountain","mountain","Helvellyn",54.527230555556,-3.0160527777778,"mountain","mountain"
"en","noyes-collectedPoems2---79","Q84","Q130191","from London town To Norwich","Noyes, Alfred",1880,1958,"London",51.507222222222,-0.1275,"city","city","Norwich",52.6286111111111,1.29277777777778,"city","city"
"en","noyes-collectedPoems2---80","Q7355468","Q2568918","from Rockland on to Hingham","Noyes, Alfred",1880,1958,"Rockland St Mary",52.585138888889,1.4117694444444,"village","village","Hingham",52.5791,0.98283888888889,"city","city"
"en","noyes-collectedPoems2---80","Q2568918","Q130191","from Rockland on to Hingham , From Hingham on to Norwich","Noyes, Alfred",1880,1958,"Hingham",52.5791,0.98283888888889,"city","city","Norwich",52.6286111111111,1.29277777777778,"city","city"
"en","noyes-collectedPoems2---80","Q2568918","Q130191","From Hingham on to Norwich","Noyes, Alfred",1880,1958,"Hingham",52.5791,0.98283888888889,"city","city","Norwich",52.6286111111111,1.29277777777778,"city","city"
"en","noyes-collectedPoems2---80","Q130191","Q42462","from Norwich up to York","Noyes, Alfred",1880,1958,"Norwich",52.6286111111111,1.29277777777778,"city","city","York",53.95,-1.0833333333333,"city","city"
"en","owen-battleOfBaysby---23","Q1134899","Q179224","from Delagoa Bay To Dover","Seaman, Owen",1861,1936,"Maputo Bay",-25.983333333333,32.7,"bay","bay","Dover",51.1275,1.3122222222222,"city","city"
"en","page-coastOfBohemia---15","Q82601","Q123377","From Del Fuego 's beetling coast To sleety Hebrides","Page, Thomas Nelson",1853,1922,"Tierra del Fuego",-54,-70,"region","land","Hebrides",58,-7,"island","archipelago"
"en","palgrave-visionOfEngland---14","Q29520","Q12544","From Cathaya westward it stole to Byzance","Palgrave, Francis Turner",1824,1897,"China",35,105,"country","country","Byzantine Empire",41.01527778,28.98472222,"country","country"
"en","palgrave-visionOfEngland---40","Q5089","Q584","from Ganges to Rhine","Palgrave, Francis Turner",1824,1897,"Ganges",30.1451,78.5974,"river","river","Rhine",47.6662,9.1786,"river","river"
"en","palgrave-visionOfEngland---44","Q14294","Q5077","From Tagus back by Douro to Garonne","Palgrave, Francis Turner",1824,1897,"Tagus River",38.8525,-9.0137,"river","river","Garonne",45.0386,-0.6111,"river","river"
"en","palgrave-visionOfEngland---44","Q14299","Q5077","From Tagus back by Douro to Garonne","Palgrave, Francis Turner",1824,1897,"Douro",41.14,-8.66,"river","river","Garonne",45.0386,-0.6111,"river","river"
"en","paterson-saltsbushBill---36","Q40059","Q85","from Jordan to Cairo","Paterson, Andrew Barton",1864,1941,"Jordan River",31.761388888889,35.558333333333,"river","river","Cairo",30.0444444444444,31.2358333333333,"city","city"
"en","presland-deluge---21","Q23792","Q21","from Palestine To assure me England","Presland, John",1885,1975,"Palestine",31.625321,35.145264,"region","region","England",53,-1,"country","country"
"en","procter-legendsAndLyrics1---28","Q23792","Q12994","from far Palestine , And given to Bruges","Procter, Adelaide Anne",1825,1864,"Palestine",31.625321,35.145264,"region","region","Bruges",51.2088888888889,3.22416666666667,"city","city"
"en","rice-songSurf---63","Q3392","Q584","from Nile to Rhine","Rice, Cale Young",1872,1943,"Nile",31.4653,30.3667,"river","river","Rhine",47.6662,9.1786,"river","river"
"en","riley-greenFields---11","Q2471","Q5753","From Sana on to Samarcand","Riley, James Whitcomb",1849,1916,"Sanaa",15.35,44.2,"city","city","Samarkand",39.6547222222222,66.9758333333333,"city","city"
"en","rogers-poems---40","Q82601","Q797","From the ANTARCTICK , from the Land of Fire To where ALASKA","Rogers, Samuel",1763,1855,"Tierra del Fuego",-54,-70,"region","land","Alaska",64,-150,"region","land"
"en","rogers-poems---40","Q82601","Q797","from the Land of Fire To where ALASKA","Rogers, Samuel",1763,1855,"Tierra del Fuego",-54,-70,"region","land","Alaska",64,-150,"region","land"
"en","sackvilleWest-orchardAndVineyard---39","Q15","Q48","from Africa to Asia","Sackville-West, Victoria Mary",1892,1962,"Africa",21.09375,7.1881,"continent","continent","Asia",43.6811111111111,87.3311111111111,"continent","continent"
"en","sackvilleWest-orchardAndVineyard---45","Q649","Q29520","from Moscow through to China","Sackville-West, Victoria Mary",1892,1962,"Moscow",55.755833333333,37.617777777778,"city","city","China",35,105,"country","country"
"en","sackvilleWest-orchardAndVineyard---48","Q23148","Q67479626","From Cornish Lizard to the Kentish Nore","Sackville-West, Victoria Mary",1892,1962,"Cornwall",50.3,-4.9,"region","historic region","Kent",51.2489089239,0.674513689133,"region","region"
"en","sassoon-counterAttack---25","Q102728","Q143665","From Ypres to Frise","Sassoon, Siegfried",1886,1967,"Ypres",50.8508333333333,2.885,"city","city","Frise",49.941388888889,2.8183333333333,"village","village"
"en","scollard-spraysOfShamrock---39","Q163584","Q184469","From Derry to Kerry","Scollard, Clinton",1860,1932,"Derry",54.991666666667,-7.3416666666667,"city","city","County Kerry",52.166666666667,-9.75,"region","region"
"en","scollard-spraysOfShamrock---45","Q1413986","Q166232","From Feale Water to Kenmare","Scollard, Clinton",1860,1932,"River Feale",52.48294,-9.68903,"river","river","Kenmare",51.879962,-9.583597,"city","city"
"en","scollard-spraysOfShamrock---45","Q1413986","Q166232","From Feale Water to Kenmare","Scollard, Clinton",1860,1932,"River Feale",52.48294,-9.68903,"river","river","Kenmare",51.879962,-9.583597,"city","city"
"en","scollard-spraysOfShamrock---45","Q1413986","Q166232","From Feale Water to Kenmare","Scollard, Clinton",1860,1932,"River Feale",52.48294,-9.68903,"river","river","Kenmare",51.879962,-9.583597,"city","city"
"en","scott-ladyOfTheLake---2","Q503262","Q19720","From Tweed to Spey","Scott, Walter",1771,1832,"River Tweed",55.764164,-1.986574,"river","river","River Spey",57.674187,-3.098504,"river","river"
"en","service-balladsOfBohemian---4","Q241021","Q186115","From Montrouge to the Martyr's Hill","Service, Robert William",1874,1958,"Montrouge",48.816388888889,2.3211111111111,"city","city","Montmartre",48.886944444444,2.3411111111111,"city part","city part"
"en","service-balladsOfBohemian---15","Q130978","Q142","From Yucatan to France","Service, Robert William",1874,1958,"Yucatan Peninsula",19.5511111111111,-89.2963888888889,"region","land","France",47,2,"country","country"
"en","service-rhymesOfRedCross---6","Q83407","Q102728","from Mons to Wipers","Service, Robert William",1874,1958,"Mons",50.4549568,3.951958,"city","city","Ypres",50.8508333333333,2.885,"city","city"
"en","service-rhymesOfRedCross---26","Q45240","Q724","from Monte Carlo to Maine","Service, Robert William",1874,1958,"Monte Carlo",43.738942,7.425237,"city","city","Maine",45.5,-69,"region","region"
"en","service-rhymesOfRedCross---26","Q724","Q179224","from Monte Carlo to Maine ; From Dawson City to Dover","Service, Robert William",1874,1958,"Maine",45.5,-69,"region","region","Dover",51.1275,1.3122222222222,"city","city"
"en","service-rhymesOfRedCross---26","Q372324","Q179224","From Dawson City to Dover","Service, Robert William",1874,1958,"Dawson City",64.066666666667,-139.42916666667,"city","city","Dover",51.1275,1.3122222222222,"city","city"
"en","service-rhymesOfRedCross---26","Q179224","Q29","From Dawson City to Dover , from San Francisco to Spain","Service, Robert William",1874,1958,"Dover",51.1275,1.3122222222222,"city","city","Spain",40.2,-3.5,"country","country"
"en","service-rhymesOfRedCross---26","Q62","Q29","from San Francisco to Spain","Service, Robert William",1874,1958,"San Francisco",37.7775,-122.416388888889,"city","city","Spain",40.2,-3.5,"country","country"
"en","service-rhymesOfRollingStone---33","Q1546553","Q60067","From Koyokuk to Kuskoquim","Service, Robert William",1874,1958,"Koyukuk River",64.9233,-157.5539,"river","river","Kuskokwim River",60.083055555556,-162.33388888889,"river","river"
"en","shanks-poems---15","Q2497835","Q7620330","From Amberley to Storrington","Shanks, Edward",1892,1953,"Amberley",50.908480555556,-0.53403888888889,"village","village","Storrington",50.9178,-0.45459,"village","village"
"en","shanks-poems---15","Q7620330","Q2497835","From Amberley to Storrington , From Storrington to Amberley","Shanks, Edward",1892,1953,"Storrington",50.9178,-0.45459,"village","village","Amberley",50.908480555556,-0.53403888888889,"village","village"
"en","shanks-poems---15","Q7620330","Q2497835","From Storrington to Amberley","Shanks, Edward",1892,1953,"Storrington",50.9178,-0.45459,"village","village","Amberley",50.908480555556,-0.53403888888889,"village","village"
"en","shelley-peterbell---7","Q19709","Q19714","from Avon to Trent","Shelley, Percy Bysshe",1792,1822,"River Avon",51.9964,-2.1636,"river","river","River Trent",53.7,-0.7,"river","river"
"en","shelley-works3---100","Q5456","Q130135","From the Andes to Atlas","Shelley, Percy Bysshe",1792,1822,"Andes",-32.65333333,-70.01166667,"mountain","mountain","Atlas Mountains",31.0619444444444,-7.91611111111111,"mountain","mountain"
"en","shelley-works3---103","Q189387","Q2257429","From Pithecusa to Pelorus","Shelley, Percy Bysshe",1792,1822,"Ischia",40.7311111111111,13.8955555555556,"volcano","volcano","Faro Point",38.26472222,15.65083333,"default","point"
"en","smith-rejectedAddresses---8","Q2065416","Q2886632","From Knightsbridge , Pancras , Camden Town , To Redriffe","Smith, Horace",1779,1849,"St Pancras",51.5262,-0.1178,"city part","city part","Rotherhithe",51.4989,-0.0426,"city part","city part"
"en","smith-rejectedAddresses---8","Q149836","Q2886632","From Knightsbridge , Pancras , Camden Town , To Redriffe","Smith, Horace",1779,1849,"Camden Town",51.541,-0.1433,"city part","city part","Rotherhithe",51.4989,-0.0426,"city part","city part"
"en","stead-songsOfPrairie---14","Q2702410","Q11769","from Cape Race to Behring Sea","Stead, Robert J. C.",1880,1959,"Cape Race",46.65873056,-53.07285278,"cape","cape","Bering Strait",65.75,-168.976944444444,"strait (water)","strait (water)"
"en","stephens-reincarnations---11","Q84","Q2090978","From London back to Beltra","Stephens, James",1882,1950,"London",51.507222222222,-0.1275,"city","city","Beltra",54.2194,-8.6175,"village","village"
"en","stoddardJ-poems---20","Q14294","Q584","From the Tagus to the Rhine","Stoddard, John Lawson",1850,1931,"Tagus River",38.8525,-9.0137,"river","river","Rhine",47.6662,9.1786,"river","river"
"en","stoddardJ-poems---36","Q794","Q17","from Persia to Japan","Stoddard, John Lawson",1850,1931,"Iran",32,53,"country","country","Japan",35,136,"country","country"
"en","stoddardJ-poems---36","Q5684","Q79","from Babylon to Egypt","Stoddard, John Lawson",1850,1931,"Babylon",32.5425,44.4211111111111,"ancient city","ancient city","Egypt",27,29,"country","country"
"en","stoddardJ-poems---36","Q1490","Q1854","from Tokyo to Saigon","Stoddard, John Lawson",1850,1931,"Tokyo",35.6894444444444,139.691666666667,"city","city","Ho Chi Minh City",10.7755555555556,106.701944444444,"city","city"
"en","stoddardJ-poems---36","Q858","Q854","from Syria to Ceylon","Stoddard, John Lawson",1850,1931,"Syria",35.216667,38.583333,"country","country","Sri Lanka",7,81,"country","country"
"en","stuart-gobolinks---9","Q130978","Q215646","From Yucatan to Yeddo","Paine, Albert Bigelow",1861,1937,"Yucatan Peninsula",19.5511111111111,-89.2963888888889,"region","land","Edo",35.6838888888889,139.774444444444,"city","city"
"en","stuart-songsOfSilent---44","Q90","Q667205","from Paris ; We sent to Worth","Phelps, Elizabeth Stuart",1844,1911,"Paris",48.8566666666667,2.35222222222222,"city","city","Worth",53.4675,10.411111111111,"village","village"
"en","swift-poems---42","Q41","Q23666","from Greece to Britain","Swift, Jonathan",1667,1745,"Greece",38.5,23,"country","country","Great Britain",53.833333333333,-2.4166666666667,"country","country"
"en","swift-poems---105","Q1761","Q84","From Dublin soon to London","Swift, Jonathan",1667,1745,"Dublin",53.3497222222222,-6.26027777777778,"city","city","London",51.507222222222,-0.1275,"city","city"
"en","swinburne-atalanta---1","Q12898802","Q750313","From Arcadia to Calydon","Swinburne, Algernon Charles",1837,1909,"Arcadia",37.6,22.2,"region","historic region","Calydon",38.372548,21.533275,"ancient city","ancient city"
"en","swinburne-studiesInSongs---2","Q690347","Q79","From radiant Calpe to revealed Masar","Swinburne, Algernon Charles",1837,1909,"Rock of Gibraltar",36.125833333333,-5.3430555555556,"default","rock","Egypt",27,29,"country","country"
"en","swinburne-studiesInSongs---2","Q130135","Q668","From utmost Atlas even to extremest Ind","Swinburne, Algernon Charles",1837,1909,"Atlas Mountains",31.0619444444444,-7.91611111111111,"mountain","mountain","India",22.8,83,"country","country"
"en","thackeray-ballads---63","Q648","Q12892","from Lille . To Antwerp","Thackeray, William Makepeace",1811,1863,"Lille",50.631944444444,3.0575,"city","city","Antwerp",51.2211111111111,4.39972222222222,"city","city"
"en","thomas-latePoems---68","Q79848","Q1425428","From Southampton to Newcastle","Thomas, Edward",1878,1917,"Southampton",50.9066666666667,-1.40444444444444,"city","city","Newcastle upon Tyne",54.977777777778,-1.6133333333333,"city","city"
"en","thomas-poems---33","Q134672","Q39121","from Exeter to Leeds","Thomas, Edward",1878,1917,"Exeter",50.7255555555556,-3.52694444444444,"city","city","Leeds",53.7975,-1.54361111111111,"city","city"
"en","whitman-leavesOfGrass---73","Q134514","Q83318","from Suez to Bab- el - mandeb","Whitman, Walt",1819,1892,"Suez",29.966666666667,32.533333333333,"city","city","Bab-el-Mandeb",12.583333333333,43.333333333333,"strait (water)","strait (water)"
"en","whitman-leavesOfGrass---81","Q4558","Q1544388","From the Cascade range to the Wahsatch","Whitman, Walt",1819,1892,"Cascade Range",46.8505,-121.76,"mountain","mountain","Wasatch Range",39.821388888889,-111.75972222222,"mountain","mountain"
"en","whitman-leavesOfGrass---81","Q604141","Q1261","from Puget sound to Colorado","Whitman, Walt",1819,1892,"Puget Sound",47.8331,-122.435,"bay","bay","Colorado",39,-105.5,"region","region"
"en","whitney-elias---5","Q5089","Q13712","From Ganges on to Tiber","Whitney, Orson Ferguson",1855,1931,"Ganges",30.1451,78.5974,"river","river","Tiber",41.740555555556,12.233333333333,"river","river"
"en","whittier-antislavery1---6","Q230","Q724","from Georgia to Maine","Whittier, John Greenleaf",1807,1892,"Georgia",42,44,"country","country","Maine",45.5,-69,"region","region"
"en","whittier-antislavery1---12","Q1393","Q5492","From the Delaware 's marge to the Lake of the West","Whittier, John Greenleaf",1807,1892,"Delaware",39,-75.5,"region","region","Lake Erie",42.25,-80.9997222222222,"lake","lake"
"en","whittier-antislavery1---16","Q179444","Q596106","From broad Potomac to the far Sabine","Whittier, John Greenleaf",1807,1892,"Potomac River",38,-76.335,"river","river","Sabine River",29.9855,-93.7904,"river","river"
"en","whittier-antislavery1---17","Q3140","Q686021","From Hudson 's frowning palisades To Alleghany's","Whittier, John Greenleaf",1807,1892,"Hudson River",40.6001,-74.042,"river","river","Allegheny River",40.4433333333333,-80.0144444444445,"river","river"
"en","whittier-antislavery1---20","Q326295","Q49149","from Plymouth's rocky bound To where Nantucket","Whittier, John Greenleaf",1807,1892,"Plymouth",41.9586111111111,-70.6677777777778,"city","city","Nantucket",41.276756,-70.090889,"island","island"
"en","whittier-antislavery2---20","Q129705","Q838143","From slumberous Timpanogos , to Gila","Whittier, John Greenleaf",1807,1892,"Mount Timpanogos",40.390836111111,-111.64594444444,"mountain","mountain","Gila River",32.7205,-114.5575,"river","river"
"en","whittier-antislavery2---20","Q15282","Q99","from Nuevo - Leon to California","Whittier, John Greenleaf",1807,1892,"Nuevo León",25.566666666667,-99.970555555556,"region","region","California",37,-120,"region","region"
"en","whittier-mountainPictures---14","Q4736866","Q34903434","From Alton Bay to Sandwich Dome","Whittier, John Greenleaf",1807,1892,"Alton Bay",43.47,-71.234166666667,"city","city","Sandwich Dome",43.90063,-71.49813,"mountain","mountain"
"en","whittier-mountainPictures---14","Q34903434","Q2210898","From Alton Bay to Sandwich Dome , From Mad to Saco river","Whittier, John Greenleaf",1807,1892,"Sandwich Dome",43.90063,-71.49813,"mountain","mountain","Saco River",43.4611,-70.3769,"river","river"
"en","whittier-mountainPictures---14","Q6726033","Q2210898","From Mad to Saco river","Whittier, John Greenleaf",1807,1892,"Mad River",43.3873,-71.0673,"river","river","Saco River",43.4611,-70.3769,"river","river"
"en","whittier-occasionalPoems---21","Q894570","Q16952948","from Neck to Boston Stone","Whittier, John Greenleaf",1807,1892,"Boston Neck",42.34394444,-71.06597222,"region","land","Boston Stone",42.36185,-71.0567,"default","point"
"en","whittier-songsOfLabor---7","Q233","Q220","From Malta 's temples to the gates of Rome","Whittier, John Greenleaf",1807,1892,"Malta",35.8833333333333,14.5,"country","country","Rome",41.893055555556,12.482777777778,"city","city"
"en","whittier-songsOfLabor---13","Q13712","Q1653","From Tiber 's hills to Danube","Whittier, John Greenleaf",1807,1892,"Tiber",41.740555555556,12.233333333333,"river","river","Danube",48.0951111111111,8.15488888888889,"river","river"
"en","wilde-ballad1---99","Q23666","Q34589","From Britain 's isles to far Euphrates","Wilde, Oscar",1854,1900,"Great Britain",53.833333333333,-2.4166666666667,"country","country","Euphrates",31.0043,47.442,"river","river"
"en","wilkinson-epicOfPaul---7","Q185318","Q45829","From Carmel round to Ptolemais","Wilkinson, William Cleaver",1833,1920,"Mount Carmel",32.72062,35.03145,"mountain","mountain","Ptolemais",32.706947370528,20.9529202521255,"ancient city","ancient city"
"en","wilkinson-epicOfPaul---12","Q858","Q220","from Syria to Rome","Wilkinson, William Cleaver",1833,1920,"Syria",35.216667,38.583333,"country","country","Rome",41.893055555556,12.482777777778,"city","city"
"en","wilkinson-epicOfPaul---21","Q79","Q38","From Egypt to the shores of Italy","Wilkinson, William Cleaver",1833,1920,"Egypt",27,29,"country","country","Italy",42.5,12.5,"country","country"
"en","wilkinson-epicOfSaul---3","Q134287","Q1218","from Tarsus to Jerusalem","Wilkinson, William Cleaver",1833,1920,"Tarsus",36.916666666667,34.9,"city","city","Jerusalem",31.7788888888889,35.2255555555556,"city","city"
"en","wilson-santaFe---1","Q2817296","Q65089632","From Fort Dodge to San Miguel","Wilson, Joseph Robert",1866,NA,"Fort Dodge",37.7306,-99.9347,"castle/fort","fort","San Miguel del Vado",35.364,-105.451,"city","city"
"en","wordsworth-works2---48","Q142","Q21","From France to sheltering England","Wordsworth, William",1770,1850,"France",47,2,"country","country","England",53,-1,"country","country"
"en","wordsworth-works4---42","Q503262","Q216373","from Tweed to Tyne","Wordsworth, William",1770,1850,"River Tweed",55.764164,-1.986574,"river","river","River Tyne",55.0119,-1.4158,"river","river"
"en","wordsworth-works7---31","Q19686","Q216373","from Thames to Tyne","Wordsworth, William",1770,1850,"River Thames",51.6944444444444,-2.02972222222222,"river","river","River Tyne",55.0119,-1.4158,"river","river"
